,importance,stddev,p_value,n,p99_high,p99_low
roll_mean_5y_roic,3.222891451437615e-05,1.1148446303827297e-05,0.0014748906787933266,5,5.518371954185953e-05,9.27410948689277e-06
cpi_inflation,3.0509227779185188e-05,3.6714295542875574e-05,0.06834638151710225,5,0.00010610446974745708,-4.5086014189086695e-05
roll_max_5y_accruals_ratio,2.9698623769558452e-05,5.4012156175215085e-05,0.1431292501801949,5,0.00014091039986165876,-8.151315232254186e-05
expvol_log_at,2.9376686315152335e-05,9.18868417374692e-05,0.2570938294650365,5,0.00021857296346371944,-0.00015981959083341475
trough_rise_leverage,2.927274424151527e-05,2.005852093386261e-05,0.015492925764472887,5,7.057351608256003e-05,-1.2028027599529498e-05
interact_lev_rate,2.8984015650013185e-05,2.9591348209497764e-05,0.046836891476526595,5,8.99130106092657e-05,-3.1944979309239324e-05
expmean_capex_intensity,2.8076983518032783e-05,0.00011117929733039616,0.30122343304653637,5,0.0002569966933825099,-0.00020084272634644432
roll_autocorr_5y_log_at,2.685111401592444e-05,8.596430217462142e-05,0.261688537524935,5,0.00020385280034639202,-0.00015015057231454316
roll_sd_5y_gross_margin,2.558868606361564e-05,4.52640026044012e-05,0.1374201826709288,5,0.00011878789304107834,-6.761052091384706e-05
expmean_assets_per_emp,2.4396313666641412e-05,5.235861258843188e-05,0.17814590433003769,5,0.00013220342065915398,-8.341079332587116e-05
roll_max_3y_accruals_ratio,2.4162086024315245e-05,2.5353965435944072e-05,0.05005037422343605,5,7.636625128596681e-05,-2.8042079237336324e-05
vix,2.4057284404310764e-05,5.815914081641831e-05,0.2036732788303176,5,0.00014380775919006742,-9.56931903814459e-05
roll_mean_3y_asset_turnover,2.3721209486415874e-05,4.2749012974660795e-05,0.1412433726718995,5,0.00011174201805539235,-6.429959908256061e-05
roll_max_5y_ocf_per_share,2.3252084839242572e-05,4.6547411885855263e-05,0.16327958281661636,5,0.00011909384926582058,-7.258967958733543e-05
expvol_ev_to_sales,2.283304288437371e-05,6.450564583303438e-05,0.23647095980614236,5,0.00015565105921736406,-0.00010998497344861663
yoy_capex_intensity,2.266950599012496e-05,3.877015993619039e-05,0.13057108860333028,5,0.00010249780115929767,-5.715878917904775e-05
accel_rd_intensity,2.1827205551616658e-05,2.7729389638392628e-05,0.0765974783499614,5,7.892240207796135e-05,-3.526799097472803e-05
yoy_bp_ratio,2.1181340696707628e-05,3.150998123499253e-05,0.10361875075419959,5,8.606082757378039e-05,-4.369814618036513e-05
roll_mean_5y_roa,2.1035673175640036e-05,4.4668738456319036e-05,0.1758680020491721,5,0.00011300922304477671,-7.093787669349665e-05
roll_max_3y_ebitda_margin,1.9294594556229504e-05,2.1769741675940943e-05,0.059276251858881183,5,6.411879355679769e-05,-2.552960444433868e-05
roll_min_5y_cash_pct_act,1.9153239778235686e-05,2.261387137767874e-05,0.06558092535067167,5,6.571551350179435e-05,-2.7409033945322977e-05
roll_mean_3y_roa,1.8743720212710535e-05,2.067642522216138e-05,0.05629479697738454,5,6.131676552370733e-05,-2.3829325098286255e-05
roll_mean_3y_net_debt_ebitda,1.8257898285378717e-05,2.561148662246897e-05,0.0930751036406732,5,7.09923032294061e-05,-3.447650665864867e-05
roll_autocorr_5y_roic,1.768402097674926e-05,3.873341435635068e-05,0.18251224982611647,5,9.743665648915412e-05,-6.20686145356556e-05
expmean_reinvest_rate,1.7282884228442265e-05,3.17761759133309e-05,0.14538691661928735,5,8.271046962741519e-05,-4.814470117053065e-05
altman_z4,1.6649633509202565e-05,1.0282889650153001e-05,0.01117314993526263,5,3.782224542350627e-05,-4.522978405101141e-06
roll_max_3y_ocf_per_share,1.6214572296080477e-05,2.1610163890719546e-05,0.08434785179165062,5,6.071019843127843e-05,-2.8281053839117473e-05
roll_mean_5y_log_mkvalt,1.5812709323981266e-05,1.2200872856425459e-05,0.022102966208879467,5,4.0934475169345045e-05,-9.309056521382513e-06
cash_div_cf,1.5397524498061975e-05,3.693295981420083e-05,0.20199586556402874,5,9.144299922325395e-05,-6.064795022713001e-05
roll_trend_3y_gross_margin,1.525611723049991e-05,4.8234448551718954e-05,0.2592198238379524,5,0.00011457151346941592,-8.405927900841609e-05
yoy_asset_turnover,1.4575074073119864e-05,2.3419753020588962e-05,0.11821886277836831,5,6.279666923789867e-05,-3.364652109165894e-05
roll_min_5y_current_ratio,1.4116549935816457e-05,2.3789058880254163e-05,0.12761063249362442,5,6.309855096999533e-05,-3.4865451098362426e-05
ocf_margin,1.161159131346512e-05,2.8822848226077623e-05,0.2093080129516324,5,7.095823418505699e-05,-4.7735051558126756e-05
acct_mom_gross_margin,1.1386504422228327e-05,6.226374229251688e-05,0.3517719954412716,5,0.00013958841037889328,-0.00011681540153443663
roll_mean_5y_asset_turnover,1.1070548769498422e-05,3.737707644283752e-05,0.27199785396592424,5,8.80304657713975e-05,-6.588936823240066e-05
expmean_rental_ratio,1.103448237649296e-05,3.0190777450716544e-05,0.22982954955328386,5,7.31977104284075e-05,-5.1128745675421586e-05
mkt_to_book,1.0604299276972818e-05,2.4919356832855876e-05,0.19760509686569433,5,6.191359941793654e-05,-4.0705000863990897e-05
roll_autocorr_5y_leverage,1.0354599202777592e-05,2.663812230405238e-05,0.2168943382194874,5,6.520286120479827e-05,-4.44936627992431e-05
expmean_log_emp,1.0327612966443134e-05,7.354478806769811e-05,0.3846068255621321,5,0.00016175734809482865,-0.00014110212216194236
roll_max_3y_roic,8.915818728727487e-06,4.05443456469025e-05,0.3243404967240272,5,9.239718679810891e-05,-7.456554934065393e-05
roll_min_5y_interest_cov,8.899478094548386e-06,3.621049310321477e-05,0.3059308243735157,5,8.345738387626897e-05,-6.565842768717219e-05
roll_max_3y_current_ratio,8.534052578457186e-06,6.630958380249825e-05,0.3939040625272026,5,0.00014506640212364605,-0.00012799829696673166
trough_rise_std_debt_pct,8.257414323908917e-06,3.6315628625403834e-05,0.3189534411749202,5,8.303179559894412e-05,-6.651696695112628e-05
roll_min_3y_accruals_ratio,8.235455005300984e-06,1.685437674312159e-05,0.16798130469147704,5,4.2938849671630974e-05,-2.6467939661029002e-05
dd1_ratio,7.390623314251776e-06,2.3775890809832246e-05,0.2626372943356719,5,5.634551110942986e-05,-4.1564264480926306e-05
ev_to_sales,6.968119360539759e-06,1.3883647553007083e-05,0.16227920608845228,5,3.55547415645831e-05,-2.161850284350358e-05
reinvest_rate,6.875960845831308e-06,1.3553329557501047e-05,0.1599963578047379,5,3.478245373164784e-05,-2.103053203998523e-05
expmean_ocf_per_share,6.848550057347857e-06,5.854021719610278e-05,0.40327578413679877,5,0.00012738366637591016,-0.00011368656626121444
net_debt_ebitda,6.685388718397078e-06,4.210297492826969e-05,0.3702383653229015,5,9.337599602065955e-05,-8.00052185838654e-05
roll_mean_5y_gross_margin,6.63320781177923e-06,2.5235413967328754e-05,0.29413726191839734,5,5.859327396099643e-05,-4.532685833743798e-05
expvol_ebitda_margin,6.6306837007479306e-06,3.889242174670172e-05,0.36121106713102025,5,8.671071762760128e-05,-7.344935022610541e-05
roll_max_5y_asset_turnover,5.9012767019916975e-06,3.508580059482169e-05,0.36297115808380725,5,7.814342506402849e-05,-6.63408716600451e-05
consec_decline_log_mkvalt,4.613587166768518e-06,4.757840001982131e-06,0.04799776745449598,5,1.441004549118696e-05,-5.182871157649924e-06
roll_autocorr_3y_ocf_per_share,4.286741030834484e-06,3.196963752554207e-06,0.02000457035454122,5,1.0869333584078421e-05,-2.295851522409452e-06
roll_trend_3y_roic,4.281271722228475e-06,3.3743995228657066e-05,0.39535903986931115,5,7.376062428961127e-05,-6.519808084515431e-05
trough_rise_accruals_ratio,4.0613655319043925e-06,1.8854373424563613e-05,0.3276053244455275,5,4.288278100821527e-05,-3.476004994440648e-05
roll_mean_3y_current_ratio,4.00397023903043e-06,1.4399376406705784e-05,0.2838876175121566,5,3.365248528096967e-05,-2.5644544802908807e-05
roll_trend_3y_asset_turnover,3.620386414282528e-06,2.1534918177471836e-05,0.36303155104793683,5,4.796108058589716e-05,-4.072030775733211e-05
roll_mean_3y_log_mkvalt,3.3747603490175136e-06,2.54845904985325e-05,0.3909421918727869,5,5.584788441996888e-05,-4.9098363721933855e-05
