,importance,stddev,p_value,n,p99_high,p99_low
roll_min_5y_asset_turnover,0.001263682461036164,0.00011791871370683025,8.993629394097897e-06,5,0.0015064787223683523,0.0010208861997039757
roll_min_5y_net_debt_ebitda,0.0012630221759162507,9.84895235483326e-05,4.401336236032272e-06,5,0.0014658134661721463,0.001060230885660355
expmean_rd_intensity,0.0012523085246968658,0.0001014647688347368,5.12631422217336e-06,5,0.0014612258861197275,0.001043391163274004
expvol_capex_intensity,0.0012252660397111149,0.00018281664491639796,5.774842366521776e-05,5,0.0016016880383885356,0.0008488440410336941
expmean_accruals_ratio,0.0012009478753157276,0.00023651517066278332,0.00017154923929975293,5,0.0016879358806974553,0.0007139598699340001
expmean_wcap_ratio,0.0011993164109075805,0.00025544456551307627,0.0002327071657478792,5,0.0017252803019181019,0.0006733525198970591
roll_min_5y_ocf_per_share,0.0011885608099830637,9.745916225811721e-05,5.376540814307451e-06,5,0.0013892305721012993,0.000987891047864828
div_yield,0.0011874372704056668,0.0003192683331793658,0.0005709768919350791,5,0.001844815181179293,0.0005300593596320404
roll_max_5y_earn_yld,0.001183408333033209,0.0002127031092464111,0.00012002149785582886,5,0.0016213669748409618,0.0007454496912254562
acct_mom_log_at,0.0011814725552789617,0.00017142354703771542,5.172202778368288e-05,5,0.0015344360079548281,0.0008285091026030954
expvol_mkt_to_book,0.001157120665225908,0.0001293898268660314,1.8452754140642816e-05,5,0.0014235361071005242,0.0008907052233512918
expvol_dd1_ratio,0.001134633545565622,6.697583334595678e-05,1.450161270628851e-06,5,0.0012725377121293395,0.0009967293790019047
expvol_altman_z2,0.0011299799538355027,0.00012248018119922927,1.6307553928740016e-05,5,0.0013821683397807212,0.0008777915678902842
roll_sd_5y_ocf_per_share,0.0011145078665888652,0.0001011803983957438,8.062629579516208e-06,5,0.0013228397053474232,0.0009061760278303071
expvol_accruals_ratio,0.0011074963879109446,0.00031621128732767223,0.0007176802834871943,5,0.00175857979902307,0.00045641297679881925
expvol_bp_ratio,0.001094070023455762,0.00010127092885006778,8.709531359192554e-06,5,0.001302588265671037,0.0008855517812404871
expmean_ann_return,0.0010796560793484345,0.0001587088323222835,5.445447664126517e-05,5,0.0014064397586891937,0.0007528724000076754
expmean_eff_int_rate,0.001074011315197021,0.0002452011040610586,0.00030453726901156705,5,0.001578883777498155,0.000569138852895887
expmean_reinvest_rate,0.001072725524378182,0.00021387537529551407,0.00017996810854615215,5,0.0015130978781834764,0.0006323531705728876
expmean_interest_cov,0.0010369904852747026,5.916329883495249e-05,1.2659284986740977e-06,5,0.0011588085352995598,0.0009151724352498453
roll_min_5y_interest_cov,0.0010230446528195491,9.686645518654317e-05,9.530658721952834e-06,5,0.0012224940228853316,0.0008235952827537667
expvol_roe,0.0010212676508957186,6.744449816737446e-05,2.2692786479531765e-06,5,0.0011601368048043711,0.000882398496987066
roll_min_5y_cash_pct_act,0.0010201806153725458,0.00031064713361922365,0.0009155281449797269,5,0.0016598073570941985,0.0003805538736508931
invest_st_ratio,0.001012477678831214,0.0001301870593384541,3.2092013607212135e-05,5,0.0012805346333854724,0.0007444207242769557
dd1_ratio,0.0009995890183473577,0.00010533913653891807,1.4583133639839957e-05,5,0.0012164837564225812,0.0007826942802721342
acct_mom_cash_pct_act,0.0009733482546766314,0.00011067239472329523,1.9715874489954568e-05,5,0.0012012242450669492,0.0007454722642863136
expmean_roa,0.0009669027616506121,0.00014454740200532624,5.8191491739363346e-05,5,0.0012645278602369885,0.0006692776630642356
roll_min_5y_roa,0.0009662936709019521,0.00014501857476594237,5.908922530626901e-05,5,0.0012648889207147367,0.0006676984210891673
expvol_std_debt_pct,0.000934424501511355,9.103980889231522e-05,1.0677092067126692e-05,5,0.001121876726324512,0.000746972276698198
roll_min_5y_log_mkvalt,0.0009333392555661346,0.0001101079388500749,2.281819731559794e-05,5,0.0011600530235118824,0.0007066254876203868
expvol_ocf_per_share,0.0009269416636902506,0.00013027987828938793,4.5617149133136166e-05,5,0.001195189733747376,0.0006586935936331252
vol_12m,0.0009142894123008505,0.0006731824660504973,0.019258809712771777,5,0.002300381414269289,-0.00047180258966758777
expvol_ocf_margin,0.0009134486389745344,0.00011241998229086038,2.698350971781993e-05,5,0.001144922936320696,0.000681974341628373
ann_return,0.00090232171655249,0.00035596404679969786,0.0023890056591410573,5,0.0016352566088590416,0.00016938682424593831
expmean_current_ratio,0.0008960823116117567,0.00015108767274325477,9.34158194836762e-05,5,0.001207173918043676,0.0005849907051798372
current_ratio,0.0008943205818304767,0.0001270064875092606,4.752507107531193e-05,5,0.0011558286950282513,0.0006328124686327022
roll_max_5y_accruals_ratio,0.0008941155622739005,0.0001203889828097089,3.8505947924295256e-05,5,0.0011419981418316631,0.0006462329827161378
